iter	Logloss
1100	0.2408115053
1105	0.2407838687
1110	0.2407670006
1115	0.2407543414
1120	0.2407292366
1125	0.2407094257
1130	0.2406839592
1135	0.2406604327
1140	0.2406317768
1145	0.240605998
1150	0.2405819618
1155	0.2405650774
1160	0.2405457926
1165	0.2405192246
1170	0.2404820031
1175	0.2404604002
1180	0.2404413291
1185	0.2404110948
1190	0.2403902646
1195	0.2403576465
1200	0.2403349585
1205	0.2403158052
1210	0.2402949421
1215	0.2402810005
1220	0.2402570959
1225	0.2402260725
1230	0.2401848888
1235	0.2401664425
1240	0.2401423406
1245	0.2401214117
1250	0.2400897801
1255	0.2400623407
1260	0.2400177867
1265	0.2399966606
1270	0.2399641411
1275	0.2399475526
1280	0.2399248974
1285	0.239905925
1290	0.2398905037
1295	0.2398736357
1300	0.2398576719
1305	0.2398404093
1310	0.2398245277
1315	0.2397950004
1320	0.2397706519
1325	0.2397413712
1330	0.2397198011
1335	0.2396995299
1340	0.2396816754
1345	0.2396621276
1350	0.2396395711
1355	0.2396179353
1360	0.2396024318
1365	0.2395825716
1370	0.2395658022
1375	0.2395461557
1380	0.2395259667
1385	0.2395103645
1390	0.2394963243
1395	0.2394643802
1400	0.2394308908
1405	0.2394182315
1410	0.2394023828
1415	0.2393866163
1420	0.2393481453
1425	0.2393296003
1430	0.2393098881
1435	0.2392895346
1440	0.2392702334
1445	0.2392500443
1450	0.2392166864
1455	0.2391761439
1460	0.2391619064
1465	0.2391414543
1470	0.2391225476
1475	0.2391113022
1480	0.2390941054
1485	0.2390788156
1490	0.2390418572
1495	0.2390287705
1500	0.2390084664
1505	0.238988228
1510	0.2389688774
1515	0.2389440686
1520	0.2389251784
1525	0.2389074554
1530	0.238885984
1535	0.2388619479
1540	0.2388153224
1545	0.2388022192
1550	0.2387827043
1555	0.2387648334
1560	0.23874956
1565	0.2387234688
1570	0.2387107603
1575	0.2386885819
1580	0.2386643814
1585	0.2386395232
1590	0.238619104
1595	0.2385889849
1600	0.2385641596
1605	0.238533613
1610	0.2385117306
1615	0.2385010113
1620	0.2384901276
1625	0.2384781096
1630	0.2384624088
1635	0.2384454092
1640	0.2384128569
1645	0.2384001647
1650	0.2383872918
1655	0.2383600168
1660	0.2383380687
1665	0.2383139503
1670	0.2382990387
1675	0.2382835517
1680	0.2382647437
1685	0.2382416446
1690	0.238226881
1695	0.2382061987
1700	0.238160872
1705	0.2381479333
1710	0.2381251631
1715	0.2381065359
1720	0.2380885499
1725	0.2380754632
1730	0.2380503255
1735	0.2380278677
1740	0.2379978965
1745	0.2379786117
1750	0.2379622369
1755	0.2379440372
1760	0.2379268074
1765	0.2379102353
1770	0.2378905066
1775	0.2378771404
1780	0.2378631659
1785	0.2378459362
1790	0.2378289038
1795	0.237813203
1800	0.237802122
1805	0.2377831989
1810	0.2377670378
1815	0.2377513535
1820	0.2377250157
1825	0.2377124715
1830	0.2376881559
1835	0.2376627059
1840	0.2376450323
1845	0.23762726
1850	0.2375980944
1855	0.2375732691
1860	0.2375454023
1865	0.237528896
1870	0.2375131459
1875	0.2374953243
1880	0.2374580699
1885	0.2374328665
1890	0.2374106388
1895	0.237392061
1900	0.2373726447
1905	0.2373491511
1910	0.2373248848
1915	0.2373094799
1920	0.2372837504
1925	0.2372668166
1930	0.2372503431
1935	0.2372240711
1940	0.2372079922
1945	0.2371840218
1950	0.2371681731
1955	0.2371468825
1960	0.2371258386
1965	0.2371080006
1970	0.237074807
1975	0.2370566731
1980	0.2370194516
1985	0.2369980131
1990	0.2369854853
1995	0.2369722342
2000	0.2369518643
2005	0.2369397147
2010	0.2369236359
2015	0.2368893408
2020	0.2368696285
2025	0.2368373228
2030	0.2368113138
2035	0.2367883463
2040	0.2367722674
2045	0.2367551856
2050	0.2367384655
2055	0.236719115
2060	0.2367007508
2065	0.2366836691
2070	0.2366689712
2075	0.2366555228
2080	0.2366416963
2085	0.2366125471
2090	0.2365993289
2095	0.2365867354
2100	0.2365736816
2105	0.2365572903
2110	0.2365426911
2115	0.2365148736
2120	0.2364985974
2125	0.2364818609
2130	0.2364656505
2135	0.2364443764
2140	0.2364239736
2145	0.2364010719
2150	0.236388577
2155	0.2363688648
2160	0.2363512898
2165	0.236328125
2170	0.2363083141
2175	0.236292712
2180	0.2362800856
2185	0.2362601267
2190	0.2362405789
2195	0.2362219517
2200	0.2362062016
2205	0.2361894816
2210	0.2361607763
2215	0.2361432342
2220	0.2361206613
2225	0.2360990419
2230	0.2360761402
2235	0.2360573979
2240	0.236042848
2245	0.2360244345
2250	0.2360103121
2255	0.2359927206
2260	0.2359724165
2265	0.2359588037
2270	0.235937283
2275	0.2359196258
2280	0.2359059143
2285	0.2358865309
2290	0.2358683476
2295	0.2358481421
2300	0.2358332305
2305	0.2358161488
2310	0.2357878545
2315	0.2357681916
2320	0.2357491205
2325	0.2357371353
2330	0.2357201686
2335	0.2356897207
2340	0.2356719648
2345	0.235654768
2350	0.2356380972
2355	0.235620999
2360	0.2356043611
2365	0.2355899921
2370	0.2355718252
2375	0.2355554833
2380	0.2355255943
2385	0.2355040407
2390	0.2354910033
2395	0.2354742832
2400	0.2354551628
2405	0.2354410897
2410	0.2354298772
2415	0.2354068933
2420	0.2353886936
2425	0.2353685045
2430	0.2353440903
2435	0.2353269263
2440	0.2353055864
2445	0.2352898528
2450	0.2352629889
2455	0.2352468113
2460	0.2352332478
2465	0.235214374
2470	0.23520303
2475	0.2351803914
2480	0.2351370211
2485	0.2351108806
2490	0.2350938481
2495	0.2350787228
2500	0.2350632193
2505	0.235047124
2510	0.2350374405
2515	0.235015443
2520	0.235000367
2525	0.2349770871
2530	0.2349600218
2535	0.2349422659
2540	0.2349201369
2545	0.2349058007
2550	0.2348893108
2555	0.2348717523
2560	0.2348538978
2565	0.2348382299
2570	0.2348276422
2575	0.2348033594
2580	0.2347869682
2585	0.2347718757
2590	0.234759348
2595	0.2347409016
2600	0.2347212552
2605	0.2347062778
2610	0.2346841159
2615	0.2346708812
2620	0.234656545
2625	0.234639529
2630	0.234629977
2635	0.2346131419
2640	0.2345989865
2645	0.2345791756
2650	0.2345635735
2655	0.2345488921
2660	0.2345292291
2665	0.2345118843
2670	0.234495641
2675	0.2344784935
2680	0.2344558055
2685	0.2344410418
2690	0.2344206062
2695	0.2343966687
2700	0.234376529
2705	0.2343556823
2710	0.2343303803
2715	0.2343155344
2720	0.2343024148
2725	0.2342923696
2730	0.2342769648
2735	0.2342628259
2740	0.2342522875
2745	0.234235666
2750	0.2342238453
2755	0.2342041823
2760	0.2341946468
2765	0.2341738001
2770	0.2341622588
2775	0.2341489748
2780	0.2341325178
2785	0.2341105368
2790	0.2340967431
2795	0.2340795298
2800	0.2340670185
2805	0.2340461061
2810	0.2340301587
2815	0.2340092299
2820	0.2339972118
2825	0.2339825468
2830	0.2339685888
2835	0.2339510302
2840	0.2339393081
2845	0.2339289998
2850	0.2339043883
2855	0.233885794
2860	0.2338732005
2865	0.2338481286
2870	0.2338376231
2875	0.2338064353
2880	0.2337891398
2885	0.2337731431
2890	0.2337597111
2895	0.2337448817
2900	0.2337291481
2905	0.2337098962
2910	0.2336947544
2915	0.2336785768
2920	0.2336636652
2925	0.2336468465
2930	0.2336312773
2935	0.2336121076
2940	0.2335978207
2945	0.2335717952
2950	0.2335446518
2955	0.2335272248
2960	0.2335081209
2965	0.2334895266
2970	0.2334763248
2975	0.2334621694
2980	0.2334477346
2985	0.2334336943
2990	0.23341801
2995	0.2333988732
3000	0.233383567
3005	0.2333703323
3010	0.2333576566
3015	0.2333413969
3020	0.2333247919
3025	0.2333055893
3030	0.2332770484
3035	0.2332646522
3040	0.2332543111
3045	0.2332327904
3050	0.2332109573
3055	0.2331868718
3060	0.2331729467
3065	0.2331558649
3070	0.2331389804
3075	0.2331245291
3080	0.2331138263
3085	0.2330969747
3090	0.2330805999
3095	0.2330651622
3100	0.2330532921
3105	0.2330406986
3110	0.2330202301
3115	0.2330063871
3120	0.2329875791
3125	0.2329737361
3130	0.2329574106
3135	0.2329469379
3140	0.2329292643
3145	0.2329132183
3150	0.2328929964
3155	0.2328798932
3160	0.2328598686
3165	0.2328408633
3170	0.2328278095
3175	0.2328173697
3180	0.2328005674
3185	0.2327832226
3190	0.23276402
3195	0.232750884
3200	0.2327349531
3205	0.2327211923
3210	0.2327074151
3215	0.232691106
3220	0.2326756847
3225	0.2326577316
3230	0.2326438558
3235	0.232621513
3240	0.2326030174
3245	0.2325852286
3250	0.2325701855
3255	0.2325531202
3260	0.232538932
3265	0.2325201568
3270	0.2325039135
3275	0.2324922078
3280	0.232467399
3285	0.2324498569
3290	0.2324410283
3295	0.2324260509
3300	0.2324118627
3305	0.2323946165
3310	0.2323777814
3315	0.2323686568
3320	0.2323555866
3325	0.2323422368
3330	0.2323194337
3335	0.2323079417
3340	0.2322973869
3345	0.2322706052
3350	0.2322547729
3355	0.2322421959
3360	0.2322267417
3365	0.2322112711
3370	0.2321960471
3375	0.2321786366
3380	0.2321662075
3385	0.2321554553
3390	0.2321388339
3395	0.2321274735
3400	0.2321130551
3405	0.2320968118
3410	0.2320883284
3415	0.2320771817
3420	0.2320620564
3425	0.2320430182
3430	0.2320215468
3435	0.2320068818
3440	0.2319891259
3445	0.2319689698
3450	0.2319538773
3455	0.2319329156
3460	0.2319186616
3465	0.2319053283
3470	0.2318948227
3475	0.231875094
3480	0.2318622375
3485	0.23184509
3490	0.2318277452
3495	0.2318126198
3500	0.2317952586
3505	0.2317783905
3510	0.2317613252
3515	0.2317502771
3520	0.2317302032
3525	0.2317142229
3530	0.2316910088
3535	0.2316750779
3540	0.2316569932
3545	0.2316472275
3550	0.2316247039
3555	0.2316095457
3560	0.2315946341
3565	0.2315790484
3570	0.2315573962
3575	0.2315465618
3580	0.2315266194
3585	0.2315115763
3590	0.2314943959
3595	0.2314804707
3600	0.2314662989
3605	0.2314515024
3610	0.2314381526
3615	0.2314261839
3620	0.2314119628
3625	0.2313939603
3630	0.2313774375
3635	0.2313613093
3640	0.2313435535
3645	0.2313312559
3650	0.231317265
3655	0.2313000024
3660	0.2312858964
3665	0.231269127
3670	0.2312535742
3675	0.2312352923
3680	0.231218079
3685	0.2312076063
3690	0.2311910178
3695	0.2311771912
3700	0.2311644169
3705	0.23114625
3710	0.2311334922
3715	0.2311255514
3720	0.2311135826
3725	0.2310992957
3730	0.2310775448
3735	0.2310610878
3740	0.2310470804
3745	0.2310320373
3750	0.2310216469
3755	0.2310050912
3760	0.2309924813
3765	0.2309798713
3770	0.2309664558
3775	0.2309600111
3780	0.2309427978
3785	0.2309307633
3790	0.2309115936
3795	0.2308907469
3800	0.2308740433
3805	0.2308573068
3810	0.2308423952
3815	0.2308254778
3820	0.2308120294
3825	0.230795408
3830	0.2307792798
3835	0.230764138
3840	0.2307464644
3845	0.2307241709
3850	0.2307010883
3855	0.2306887086
3860	0.2306766741
3865	0.2306617789
3870	0.2306484785
3875	0.2306367563
3880	0.2306207103
3885	0.2306045163
3890	0.2305867276
3895	0.2305776524
3900	0.2305622805
3905	0.2305495884
3910	0.2305299419
3915	0.2305155728
3920	0.2305004968
3925	0.230489087
3930	0.2304736822
3935	0.2304568799
3940	0.2304424122
3945	0.230430838
3950	0.2304141344
3955	0.2303990748
3960	0.2303767978
3965	0.2303628562
3970	0.2303506737
3975	0.2303362882
3980	0.2303219685
3985	0.2303045414
3990	0.2302905341
3995	0.230278516
4000	0.2302556307
4005	0.2302375954
4010	0.2302156308
4015	0.2301934195
4020	0.2301767817
4025	0.2301578092
4030	0.2301397739
4035	0.230118993
4040	0.2301089807
4045	0.2300905672
4050	0.2300776449
4055	0.2300653309
4060	0.2300547761
4065	0.2300391575
4070	0.2300225197
4075	0.2300112085
4080	0.2299994371
4085	0.2299855119
4090	0.2299708469
4095	0.2299592398
4100	0.2299416977
4105	0.229924616
4110	0.2299092276
4115	0.2298916197
4120	0.229875212
4125	0.2298601524
4130	0.2298423144
4135	0.2298285208
4140	0.2298140695
4145	0.2297951793
4150	0.2297828159
4155	0.2297677399
4160	0.2297525981
4165	0.2297340203
4170	0.2297210322
4175	0.2297065152
4180	0.22969162
4185	0.2296766755
4190	0.2296572592
4195	0.229642512
4200	0.2296336505
4205	0.2296168976
4210	0.2296022161
4215	0.2295847562
4220	0.2295687924
4225	0.2295560016
4230	0.2295404817
4235	0.2295224135
4240	0.2295071402
4245	0.2294862936
4250	0.2294711518
4255	0.2294579171
4260	0.2294458004
4265	0.2294279295
4270	0.2294070171
4275	0.2293969225
4280	0.2293759608
4285	0.2293595038
4290	0.229346861
4295	0.2293328536
4300	0.2293207862
4305	0.2293038031
4310	0.2292867706
4315	0.2292693765
4320	0.2292560925
4325	0.2292411973
4330	0.229229393
4335	0.2292156158
4340	0.2291997177
4345	0.2291852993
4350	0.2291708645
4355	0.229159093
4360	0.229138641
4365	0.229127001
4370	0.2291110536
4375	0.2291027512
4380	0.2290912592
4385	0.2290760352
4390	0.2290630471
4395	0.2290483164
4400	0.2290281273
4405	0.2290075602
4410	0.2289942104
4415	0.2289843625
4420	0.2289733638
4425	0.2289580576
4430	0.2289376548
4435	0.2289262944
4440	0.2289092948
4445	0.2288968822
4450	0.2288849134
4455	0.2288719418
4460	0.2288570302
4465	0.2288426775
4470	0.228828999
4475	0.2288135942
4480	0.228801609
4485	0.2287864014
4490	0.2287734134
4495	0.2287570879
4500	0.228744182
4505	0.2287291718
4510	0.2287156576
4515	0.2286858837
4520	0.2286749343
4525	0.2286650699
4530	0.2286560605
4535	0.2286408694
4540	0.2286221435
4545	0.2286138246
4550	0.2285937342
4555	0.228572345
4560	0.2285550988
4565	0.2285386089
4570	0.2285190775
4575	0.2285064018
4580	0.2284886953
4585	0.2284721397
4590	0.2284606148
4595	0.2284412478
4600	0.2284232782
4605	0.228413381
4610	0.228402448
4615	0.2283884735
4620	0.2283755348
4625	0.2283592093
4630	0.2283476515
4635	0.2283354362
4640	0.2283196204
4645	0.2283077667
4650	0.2282916385
4655	0.2282777133
4660	0.2282653007
4665	0.2282469365
4670	0.2282323373
4675	0.2282139567
4680	0.2281956419
4685	0.2281816838
4690	0.2281675449
4695	0.2281520415
4700	0.2281327238
4705	0.2281224484
4710	0.228110792
4715	0.2280937267
4720	0.228080788
4725	0.2280679479
4730	0.228054072
4735	0.2280356421
4740	0.2280212402
4745	0.2280107675
4750	0.2279953791
4755	0.227979777
4760	0.2279569082
4765	0.2279411417
4770	0.2279240928
4775	0.2279139489
4780	0.2278956834
4785	0.2278804266
4790	0.2278682605
4795	0.2278526913
4800	0.2278378783
4805	0.2278265179
4810	0.2278046355
4815	0.2277899869
4820	0.2277778538
4825	0.2277594074
4830	0.2277434272
4835	0.2277325106
4840	0.2277119106
4845	0.2276961605
4850	0.2276833697
4855	0.2276658934
4860	0.2276516723
4865	0.2276344426
4870	0.2276213558
4875	0.2276025807
4880	0.2275875869
4885	0.2275751742
4890	0.2275571554
4895	0.2275416848
4900	0.2275266252
4905	0.2275112368
4910	0.2274973116
4915	0.2274820055
4920	0.227463181
4925	0.2274493873
4930	0.2274415781
4935	0.2274235756
4940	0.2274086804
4945	0.2273953471
4950	0.2273850882
4955	0.2273721823
4960	0.2273615124
4965	0.2273491326
4970	0.2273361939
4975	0.227320263
4980	0.2273016687
4985	0.2272843567
4990	0.2272673901
4995	0.2272500781
4999	0.227236416
