iter	Passed	Remaining
1496	493671	1155197
1497	494019	1154911
1498	494416	1154738
1499	494769	1154462
1500	495148	1154247
1501	495426	1153795
1502	495765	1153488
1503	496159	1153306
1504	496497	1152994
1505	496862	1152747
1506	497235	1152516
1507	497552	1152156
1508	497938	1151957
1509	498345	1151805
1510	498727	1151594
1511	499059	1151268
1512	499455	1151090
1513	499791	1150774
1514	500190	1150603
1515	500528	1150290
1516	500923	1150109
1517	501199	1149654
1518	501519	1149301
1519	501924	1149142
1520	502250	1148803
1521	502643	1148616
1522	502898	1148114
1523	503159	1147625
1524	503552	1147440
1525	503944	1147249
1526	504204	1146760
1527	504465	1146272
1528	504792	1145934
1529	505126	1145612
1530	505483	1145344
1531	505805	1144996
1532	506124	1144639
1533	506445	1144289
1534	506757	1143917
1535	507018	1143432
1536	507385	1143185
1537	507713	1142849
1538	508062	1142562
1539	508392	1142233
1540	508660	1141762
1541	508997	1141448
1542	509313	1141087
1543	509627	1140721
1544	509943	1140358
1545	510330	1140156
1546	510723	1139967
1547	510991	1139498
1548	511266	1139045
1549	511543	1138597
1550	511934	1138403
1551	512254	1138049
1552	512580	1137711
1553	512942	1137452
1554	513274	1137125
1555	513536	1136644
1556	513852	1136283
1557	514194	1135981
1558	514477	1135546
1559	514739	1135066
1560	515129	1134869
1561	515404	1134418
1562	515728	1134073
1563	516086	1133806
1564	516403	1133447
1565	516786	1133233
1566	517105	1132880
1567	517429	1132536
1568	517749	1132185
1569	518076	1131848
1570	518401	1131508
1571	518790	1131307
1572	519195	1131140
1573	519536	1130832
1574	519869	1130509
1575	520219	1130222
1576	520488	1129759
1577	520888	1129582
1578	521268	1129360
1579	521553	1128931
1580	521897	1128631
1581	522240	1128329
1582	522516	1127882
1583	522775	1127400
1584	523092	1127040
1585	523418	1126703
1586	523753	1126383
1587	524138	1126171
1588	524398	1125691
1589	524711	1125323
1590	525040	1124992
1591	525373	1124668
1592	525709	1124351
1593	526095	1124141
1594	526346	1123642
1595	526590	1123128
1596	526916	1122790
1597	527248	1122464
1598	527645	1122277
1599	528039	1122084
1600	528387	1121791
1601	528634	1121286
1602	528912	1120845
1603	529294	1120626
1604	529676	1120405
1605	530025	1120116
1606	530360	1119797
1607	530741	1119573
1608	531070	1119242
1609	531351	1118807
1610	531620	1118349
1611	531901	1117917
1612	532142	1117399
1613	532551	1117236
1614	532875	1116893
1615	533216	1116587
1616	533546	1116257
1617	533915	1116008
1618	534292	1115777
1619	534639	1115482
1620	534882	1114971
1621	535139	1114488
1622	535464	1114149
1623	535867	1113971
1624	536245	1113741
1625	536512	1113279
1626	536820	1112903
1627	537091	1112452
1628	537369	1112014
1629	537702	1111692
1630	538042	1111382
1631	538358	1111024
1632	538699	1110717
1633	539006	1110341
1634	539338	1110015
1635	539657	1109663
1636	539999	1109356
1637	540302	1108971
1638	540599	1108574
1639	541001	1108394
1640	541342	1108086
1641	541659	1107729
1642	542051	1107527
1643	542305	1107041
1644	542631	1106704
1645	542904	1106258
1646	543291	1106046
1647	543585	1105641
1648	543864	1105209
1649	544184	1104860
1650	544523	1104548
1651	544857	1104226
1652	545241	1104007
1653	545561	1103656
1654	545939	1103423
1655	546316	1103190
1656	546651	1102870
1657	546919	1102415
1658	547304	1102197
1659	547697	1101993
1660	547954	1101516
1661	548280	1101179
1662	548657	1100943
1663	548992	1100623
1664	549380	1100410
1665	549663	1099986
1666	550048	1099767
1667	550429	1099538
1668	550807	1099305
1669	551154	1099008
1670	551447	1098604
1671	551722	1098165
1672	552048	1097828
1673	552343	1097428
1674	552670	1097092
1675	553070	1096901
1676	553315	1096403
1677	553707	1096194
1678	554100	1095990
1679	554448	1095695
1680	554832	1095471
1681	555176	1095170
1682	555542	1094911
1683	555880	1094596
1684	556166	1094179
1685	556543	1093940
1686	556865	1093594
1687	557260	1093392
1688	557531	1092946
1689	557809	1092514
1690	558199	1092301
1691	558529	1091970
1692	558854	1091630
1693	559141	1091216
1694	559400	1090748
1695	559692	1090343
1696	560034	1090037
1697	560356	1089692
1698	560752	1089490
1699	561158	1089307
1700	561514	1089027
1701	561824	1088658
1702	562220	1088455
1703	562562	1088148
1704	562907	1087847
1705	563169	1087385
1706	563544	1087141
1707	563936	1086931
1708	564206	1086485
1709	564539	1086160
1710	564910	1085908
1711	565210	1085521
1712	565544	1085197
1713	565914	1084944
1714	566299	1084720
1715	566670	1084466
1716	566998	1084133
1717	567275	1083700
1718	567612	1083383
1719	568011	1083184
1720	568316	1082806
1721	568647	1082478
1722	568991	1082172
1723	569266	1081738
1724	569580	1081377
1725	569959	1081140
1726	570269	1080771
1727	570528	1080305
1728	570870	1079998
1729	571244	1079750
1730	571625	1079516
1731	571959	1079194
1732	572300	1078883
1733	572640	1078572
1734	573030	1078354
1735	573291	1077893
1736	573644	1077605
1737	573972	1077272
1738	574255	1076852
1739	574614	1076575
1740	574931	1076221
1741	575196	1075769
1742	575485	1075362
1743	575854	1075105
1744	576136	1074684
1745	576450	1074323
1746	576792	1074015
1747	577131	1073702
1748	577389	1073238
1749	577698	1072868
1750	578013	1072509
1751	578255	1072017
1752	578516	1071559
1753	578893	1071315
1754	579160	1070869
1755	579494	1070545
1756	579833	1070234
1757	580210	1069990
1758	580534	1069649
1759	580858	1069307
1760	581170	1068944
1761	581436	1068497
1762	581749	1068136
1763	582125	1067890
1764	582467	1067581
1765	582787	1067234
1766	583160	1066982
1767	583440	1066560
1768	583762	1066215
1769	584029	1065771
1770	584425	1065562
1771	584756	1065234
1772	585083	1064898
1773	585467	1064667
1774	585799	1064339
1775	586178	1064098
1776	586505	1063763
1777	586770	1063316
1778	587061	1062914
1779	587449	1062690
1780	587795	1062388
1781	588130	1062066
1782	588460	1061737
1783	588857	1061528
1784	589110	1061059
1785	589486	1060810
1786	589802	1060457
1787	590125	1060112
1788	590405	1059693
1789	590719	1059335
1790	590976	1058873
1791	591321	1058571
1792	591619	1058183
1793	591955	1057863
1794	592332	1057617
1795	592695	1057348
1796	593077	1057110
1797	593394	1056757
1798	593795	1056552
1799	594158	1056282
1800	594481	1055939
1801	594790	1055571
1802	595166	1055323
1803	595427	1054870
1804	595761	1054546
1805	596090	1054215
1806	596364	1053786
1807	596745	1053546
1808	597137	1053324
1809	597527	1053100
1810	597908	1052860
1811	598287	1052615
1812	598577	1052214
1813	598917	1051901
1814	599288	1051644
1815	599687	1051434
1816	600012	1051095
1817	600345	1050769
1818	600653	1050401
1819	600989	1050080
1820	601355	1049813
1821	601731	1049562
1822	602000	1049125
1823	602277	1048703
1824	602610	1048377
1825	602981	1048118
1826	603314	1047792
1827	603649	1047470
1828	604020	1047210
1829	604403	1046973
1830	604736	1046645
1831	605017	1046231
1832	605353	1045910
1833	605694	1045598
1834	606070	1045347
1835	606390	1044999
1836	606790	1044789
1837	607121	1044459
1838	607432	1044096
1839	607810	1043848
1840	608140	1043517
1841	608462	1043173
1842	608789	1042836
1843	609129	1042523
1844	609507	1042274
1845	609830	1041931
1846	610215	1041694
1847	610605	1041466
1848	610864	1041013
1849	611145	1040599
1850	611413	1040163
1851	611664	1039697
1852	611962	1039311
1853	612344	1039069
1854	612636	1038675
1855	612996	1038395
1856	613311	1038038
1857	613640	1037706
1858	613953	1037346
1859	614280	1037011
1860	614660	1036765
1861	614995	1036442
1862	615245	1035976
1863	615586	1035665
1864	615970	1035425
1865	616326	1035138
1866	616651	1034799
1867	616919	1034363
1868	617259	1034049
1869	617589	1033718
1870	617927	1033401
1871	618204	1032982
1872	618523	1032634
1873	618776	1032174
1874	619047	1031746
1875	619422	1031489
1876	619697	1031067
1877	620064	1030799
1878	620313	1030334
1879	620593	1029920
1880	620860	1029486
1881	621134	1029063
1882	621397	1028622
1883	621726	1028291
1884	622056	1027960
1885	622379	1027619
1886	622770	1027389
1887	623099	1027057
1888	623418	1026710
1889	623766	1026409
1890	624155	1026176
1891	624422	1025742
1892	624800	1025491
1893	625042	1025016
1894	625330	1024618
1895	625662	1024290
1896	625895	1023802
1897	626218	1023461
1898	626530	1023101
1899	626853	1022760
1900	627257	1022552
1901	627620	1022275
1902	627999	1022024
1903	628260	1021582
1904	628531	1021157
1905	628816	1020755
1906	629137	1020410
1907	629514	1020156
1908	629904	1019923
1909	630152	1019461
1910	630461	1019096
1911	630764	1018723
1912	631156	1018493
1913	631500	1018187
1914	631796	1017802
1915	632102	1017433
1916	632421	1017087
1917	632748	1016751
1918	633022	1016333
1919	633332	1015970
1920	633586	1015519
1921	633957	1015255
1922	634256	1014876
1923	634502	1014412
1924	634910	1014207
1925	635240	1013877
1926	635632	1013647
1927	636027	1013421
1928	636359	1013094
1929	636729	1012828
1930	637013	1012425
1931	637322	1012062
1932	637585	1011626
1933	637930	1011320
1934	638193	1010884
1935	638481	1010489
1936	638757	1010074
1937	639152	1009847
1938	639420	1009420
1939	639809	1009184
1940	640154	1008878
1941	640554	1008658
1942	640904	1008361
1943	641202	1007981
1944	641553	1007684
1945	641892	1007368
1946	642290	1007146
1947	642613	1006804
1948	642929	1006453
1949	643284	1006163
1950	643618	1005838
1951	643953	1005516
1952	644347	1005288
1953	644615	1004861
1954	644981	1004587
1955	645306	1004250
1956	645641	1003927
1957	646029	1003688
1958	646431	1003470
1959	646822	1003235
1960	647103	1002828
1961	647478	1002569
1962	647814	1002247
1963	648207	1002014
1964	648484	1001603
1965	648768	1001202
1966	649110	1000890
1967	649504	1000659
1968	649827	1000319
1969	650117	999927
1970	650511	999694
1971	650836	999357
1972	651166	999026
1973	651515	998726
1974	651886	998459
1975	652287	998237
1976	652664	997979
1977	652989	997640
1978	653381	997404
1979	653765	997157
1980	654144	996901
1981	654430	996504
1982	654781	996206
1983	655049	995780
1984	655317	995356
1985	655646	995025
1986	655976	994693
1987	656322	994388
1988	656700	994130
1989	656978	993720
1990	657304	993385
1991	657582	992976
1992	657919	992656
1993	658255	992335
1994	658590	992012
1995	658843	991565
1996	659236	991330
1997	659588	991033
1998	659917	990701
1999	660308	990462
2000	660640	990134
2001	660972	989807
2002	661258	989412
2003	661637	989154
2004	661913	988744
2005	662294	988489
2006	662559	988062
2007	662823	987634
2008	663214	987393
2009	663590	987132
2010	663982	986893
2011	664304	986551
2012	664580	986141
2013	664985	985921
2014	665362	985660
2015	665748	985413
2016	666146	985184
2017	666522	984921
2018	666864	984607
2019	667111	984154
2020	667494	983901
2021	667805	983542
2022	668190	983293
2023	668572	983039
2024	668964	982800
2025	669341	982538
2026	669621	982134
2027	670024	981909
2028	670394	981637
2029	670786	981397
2030	671170	981144
2031	671571	980917
2032	671874	980546
2033	672107	980074
2034	672388	979671
2035	672684	979290
2036	673018	978966
2037	673337	978618
2038	673695	978328
2039	674076	978072
2040	674359	977672
2041	674693	977347
2042	675009	976996
2043	675274	976570
2044	675541	976148
2045	675877	975826
2046	676274	975592
2047	676620	975284
2048	676958	974965
2049	677331	974697
2050	677669	974377
2051	678012	974064
2052	678273	973634
2053	678649	973369
2054	678911	972941
2055	679282	972668
2056	679569	972276
2057	679963	972036
2058	680356	971796
2059	680733	971531
2060	681128	971293
2061	681459	970963
2062	681782	970623
2063	682111	970290
2064	682507	970053
2065	682776	969635
2066	683098	969292
2067	683368	968876
2068	683702	968550
2069	683987	968156
2070	684226	967696
2071	684548	967353
2072	684851	966985
2073	685152	966613
2074	685561	966394
2075	685893	966065
2076	686257	965782
2077	686658	965551
2078	687048	965304
2079	687345	964927
2080	687610	964504
2081	687924	964152
2082	688256	963823
2083	688645	963575
2084	689029	963319
2085	689361	962991
2086	689653	962607
2087	689984	962277
2088	690310	961940
2089	690594	961544
2090	690934	961228
2091	691326	960983
2092	691649	960642
2093	691978	960309
2094	692317	959991
2095	692707	959743
2096	693050	959429
2097	693443	959186
2098	693785	958871
2099	694068	958475
2100	694336	958059
2101	694667	957729
2102	695054	957476
2103	695384	957145
2104	695781	956905
2105	696102	956563
2106	696452	956258
2107	696838	956003
2108	697160	955661
2109	697532	955388
2110	697828	955010
2111	698156	954676
2112	698475	954329
2113	698799	953990
2114	699143	953678
2115	699463	953333
2116	699858	953089
2117	700186	952755
2118	700464	952353
2119	700816	952052
2120	701206	951802
2121	701517	951445
2122	701841	951105
2123	702233	950859
2124	702599	950575
2125	702941	950259
2126	703328	950005
2127	703611	949610
2128	704011	949373
2129	704312	949003
2130	704567	948570
2131	704960	948324
2132	705356	948081
2133	705736	947816
2134	706053	947467
2135	706335	947072
2136	706730	946827
2137	707050	946481
2138	707343	946100
2139	707708	945815
2140	708053	945503
2141	708397	945190
2142	708652	944759
2143	708962	944402
2144	709291	944068
2145	709688	943825
2146	709946	943399
2147	710319	943124
2148	710710	942873
2149	711036	942536
2150	711427	942285
2151	711695	941871
2152	712051	941574
2153	712431	941309
2154	712819	941054
2155	713141	940711
2156	713464	940371
2157	713787	940029
2158	714173	939771
2159	714500	939436
2160	714811	939079
2161	715205	938831
2162	715533	938496
2163	715868	938172
2164	716263	937924
2165	716583	937579
2166	716972	937325
2167	717332	937032
2168	717660	936697
2169	717974	936344
2170	718376	936106
2171	718690	935754
2172	719016	935415
2173	719285	935005
2174	719687	934766
2175	719999	934410
2176	720376	934140
2177	720723	933829
2178	721062	933509
2179	721402	933189
2180	721799	932944
2181	722144	932632
2182	722464	932287
2183	722709	931845
2184	722963	931414
2185	723298	931089
2186	723619	930746
2187	723952	930417
2188	724285	930089
2189	724551	929675
2190	724802	929241
2191	725179	928971
2192	725506	928635
2193	725853	928325
2194	726113	927903
2195	726402	927519
2196	726748	927208
2197	727090	926892
2198	727435	926578
2199	727835	926336
2200	728113	925938
2201	728523	925707
2202	728811	925322
2203	729147	924998
2204	729532	924736
2205	729860	924401
2206	730140	924006
2207	730530	923750
2208	730867	923427
2209	731179	923073
2210	731576	922824
2211	731941	922538
2212	732227	922150
2213	732541	921798
2214	732872	921467
2215	733219	921156
2216	733606	920896
2217	733913	920535
2218	734291	920263
2219	734674	919997
2220	735058	919732
2221	735472	919505
2222	735859	919244
2223	736182	918903
2224	736576	918651
2225	736902	918314
2226	737286	918049
2227	737609	917707
2228	737919	917351
2229	738194	916950
2230	738573	916679
2231	738901	916344
2232	739184	915952
2233	739585	915709
2234	739932	915397
2235	740326	915144
2236	740638	914790
2237	740957	914443
2238	741284	914107
2239	741643	913811
2240	742017	913533
2241	742294	913134
2242	742593	912764
2243	742974	912494
2244	743306	912164
2245	743636	911831
2246	743957	911488
2247	744229	911085
2248	744512	910695
2249	744889	910420
2250	745264	910143
2251	745607	909826
2252	745994	909563
2253	746275	909171
2254	746618	908854
2255	747022	908612
2256	747286	908200
2257	747602	907850
2258	747869	907441
2259	748160	907061
2260	748487	906726
2261	748807	906381
2262	749065	905961
2263	749446	905690
2264	749742	905317
2265	750066	904978
2266	750393	904643
2267	750726	904313
2268	751033	903954
2269	751357	903614
2270	751630	903213
2271	752021	902955
2272	752280	902538
2273	752541	902122
2274	752865	901783
2275	753192	901448
2276	753524	901118
2277	753827	900754
2278	754213	900488
2279	754496	900100
2280	754872	899824
2281	755248	899546
2282	755502	899124
2283	755849	898812
2284	756195	898498
2285	756580	898232
2286	756943	897939
2287	757274	897609
2288	757525	897182
2289	757797	896782
2290	758060	896370
2291	758420	896074
2292	758698	895681
2293	759016	895334
2294	759372	895033
2295	759712	894713
2296	760113	894465
2297	760514	894216
2298	760763	893789
2299	761083	893446
2300	761376	893070
2301	761652	892674
2302	762039	892409
2303	762352	892058
2304	762602	891632
2305	762945	891315
2306	763343	891063
2307	763690	890751
2308	764063	890469
2309	764447	890200
2310	764765	889854
2311	765077	889502
2312	765400	889162
2313	765791	888900
2314	766130	888578
2315	766499	888292
2316	766831	887962
2317	767111	887572
2318	767505	887314
2319	767829	886975
2320	768108	886584
2321	768429	886241
2322	768762	885913
2323	769133	885628
2324	769521	885363
2325	769836	885013
2326	770116	884624
2327	770387	884224
2328	770715	883890
2329	771036	883548
2330	771356	883204
2331	771678	882863
2332	772019	882544
2333	772418	882291
2334	772751	881962
2335	773023	881564
2336	773312	881185
2337	773599	880804
2338	773922	880464
2339	774312	880200
2340	774664	879895
2341	775038	879612
2342	775405	879322
2343	775741	878996
2344	776082	878677
2345	776363	878289
2346	776734	878005
2347	777113	877727
2348	777428	877379
2349	777700	876981
2350	777970	876581
2351	778243	876185
2352	778639	875927
2353	779005	875636
2354	779396	875372
2355	779693	875004
2356	780007	874653
2357	780380	874370
2358	780699	874025
2359	781047	873713
2360	781364	873368
2361	781673	873011
2362	782000	872677
2363	782330	872345
2364	782680	872034
2365	783004	871696
2366	783316	871344
2367	783637	871002
2368	783951	870652
2369	784322	870365
2370	784594	869970
2371	784910	869622
2372	785227	869276
2373	785609	869002
2374	785995	868731
2375	786312	868385
2376	786661	868075
2377	786930	867674
2378	787334	867425
2379	787698	867129
2380	788010	866778
2381	788341	866447
2382	788671	866115
2383	789063	865852
2384	789433	865563
2385	789780	865249
2386	790066	864869
2387	790401	864542
2388	790739	864220
2389	791080	863899
2390	791412	863569
2391	791730	863224
2392	791991	862817
2393	792330	862494
2394	792712	862219
2395	793035	861880
2396	793321	861500
2397	793663	861181
2398	793957	860809
2399	794231	860417
2400	794555	860078
2401	794868	859728
2402	795243	859445
2403	795587	859128
2404	796001	858887
2405	796297	858518
2406	796706	858271
2407	797086	857993
2408	797451	857699
2409	797798	857385
2410	798183	857112
2411	798550	856819
2412	798833	856436
2413	799074	856009
2414	799435	855710
2415	799765	855378
2416	800148	855102
2417	800486	854779
2418	800826	854457
2419	801231	854204
2420	801565	853877
2421	801886	853535
2422	802213	853199
2423	802601	852930
2424	802941	852607
2425	803213	852214
2426	803558	851897
2427	803841	851515
2428	804184	851197
2429	804473	850822
2430	804793	850479
2431	805132	850156
2432	805469	849831
2433	805852	849554
2434	806114	849151
2435	806510	848888
2436	806877	848595
2437	807211	848267
2438	807556	847950
2439	807854	847584
2440	808231	847301
2441	808542	846949
2442	808804	846546
2443	809145	846226
2444	809473	845891
2445	809805	845561
2446	810103	845195
2447	810440	844870
2448	810721	844487
2449	811049	844153
2450	811346	843787
2451	811624	843400
2452	812012	843128
2453	812386	842842
2454	812718	842512
2455	813121	842256
2456	813435	841907
2457	813720	841528
2458	813985	841129
2459	814253	840733
2460	814593	840411
2461	814900	840055
2462	815295	839790
2463	815636	839470
2464	816023	839196
2465	816411	838923
2466	816722	838572
2467	817041	838228
2468	817373	837899
2469	817643	837505
2470	817921	837119
2471	818182	836717
2472	818586	836461
2473	818959	836172
2474	819306	835858
2475	819637	835527
2476	819966	835194
2477	820238	834802
2478	820553	834455
2479	820872	834112
2480	821224	833803
2481	821513	833429
2482	821808	833061
2483	822188	832780
2484	822463	832392
2485	822800	832067
2486	823146	831751
2487	823524	831468
2488	823844	831126
2489	824163	830782
2490	824521	830479
2491	824855	830151
2492	825176	829810
2493	825462	829434
2494	825767	829077
2495	826114	828762
2496	826448	828434
2497	826733	828056
2498	827005	827667
2499	827349	827349
2500	827748	827086
2501	828099	826775
2502	828479	826493
2503	828746	826098
2504	829013	825704
2505	829402	825430
2506	829738	825105
2507	830116	824820
2508	830453	824495
2509	830784	824164
2510	831113	823831
2511	831395	823451
2512	831737	823131
2513	832075	822808
2514	832338	822409
2515	832728	822137
2516	833000	821748
2517	833391	821476
2518	833732	821155
2519	834055	820816
2520	834380	820479
2521	834643	820081
2522	835039	819815
2523	835411	819523
2524	835745	819196
2525	836081	818870
2526	836436	818562
2527	836743	818208
2528	837080	817882
2529	837421	817561
2530	837818	817295
2531	838195	817008
2532	838590	816740
2533	838915	816403
2534	839199	816026
2535	839460	815627
2536	839797	815302
2537	840126	814969
2538	840462	814643
2539	840839	814355
2540	841229	814082
2541	841615	813803
2542	842003	813528
2543	842345	813207
2544	842677	812877
2545	843018	812556
2546	843403	812276
2547	843766	811976
2548	844105	811653
2549	844441	811325
2550	844772	810994
2551	845093	810654
2552	845360	810261
2553	845755	809990
2554	846031	809607
2555	846373	809286
2556	846703	808954
2557	847033	808621
2558	847391	808316
2559	847665	807931
2560	847997	807600
2561	848377	807316
2562	848758	807032
2563	849093	806705
2564	849385	806336
2565	849724	806013
2566	850053	805680
2567	850372	805336
2568	850697	804999
2569	851016	804657
2570	851298	804280
2571	851555	803878
2572	851838	803502
2573	852166	803168
2574	852435	802779
2575	852782	802462
2576	853157	802173
2577	853418	801776
2578	853812	801504
2579	854131	801162
2580	854528	800892
2581	854860	800562
2582	855241	800277
2583	855503	799882
2584	855916	799628
2585	856192	799245
2586	856524	798914
2587	856787	798520
2588	857134	798204
2589	857389	797802
2590	857666	797421
2591	857942	797039
2592	858310	796742
2593	858565	796340
2594	858817	795937
2595	859214	795666
2596	859495	795290
2597	859854	794984
2598	860176	794645
2599	860518	794324
2600	860901	794041
2601	861249	793726
2602	861643	793453
2603	861913	793066
2604	862238	792729
2605	862512	792346
2606	862842	792014
2607	863194	791703
2608	863535	791380
2609	863911	791091
2610	864236	790755
2611	864630	790481
2612	864981	790169
2613	865298	789825
2614	865688	789547
2615	865996	789195
2616	866271	788813
2617	866587	788468
2618	866949	788166
2619	867308	787860
2620	867630	787521
2621	868062	787281
2622	868430	786984
2623	868792	786680
2624	869054	786287
2625	869321	785898
2626	869710	785619
2627	870040	785287
2628	870290	784883
2629	870621	784552
2630	870958	784226
2631	871243	783854
2632	871593	783540
2633	871926	783211
2634	872308	782925
2635	872684	782635
2636	873070	782353
2637	873461	782075
2638	873851	781797
2639	874225	781504
2640	874552	781169
2641	874802	780766
2642	875131	780433
2643	875462	780102
2644	875755	779737
2645	876087	779406
2646	876369	779032
2647	876650	778656
2648	876905	778258
2649	877208	777902
2650	877605	777629
2651	877918	777282
2652	878285	776982
2653	878613	776648
2654	879012	776378
2655	879342	776045
2656	879676	775717
2657	880005	775384
2658	880337	775054
2659	880615	774676
2660	880996	774389
2661	881335	774065
2662	881617	773691
2663	881966	773375
2664	882308	773054
2665	882640	772724
2666	882898	772328
2667	883243	772010
2668	883625	771723
2669	883967	771402
2670	884317	771087
2671	884639	770748
2672	885014	770455
2673	885302	770087
2674	885673	769790
2675	886018	769472
2676	886266	769068
2677	886587	768728
2678	886929	768407
2679	887238	768057
2680	887581	767736
2681	887974	767458
2682	888348	767164
2683	888689	766842
2684	889074	766557
2685	889410	766230
2686	889805	765954
2687	890209	765686
2688	890583	765391
2689	890932	765075
2690	891300	764776
2691	891685	764491
2692	891963	764114
2693	892355	763835
2694	892641	763465
2695	892979	763139
2696	893380	762868
2697	893668	762500
2698	894064	762224
2699	894476	761961
2700	894819	761639
2701	895062	761234
2702	895304	760826
2703	895584	760452
2704	895916	760121
2705	896240	759784
2706	896507	759398
2707	896843	759071
2708	897089	758668
2709	897413	758331
2710	897671	757937
2711	897991	757597
2712	898274	757225
2713	898541	756841
2714	898870	756508
2715	899140	756125
2716	899476	755798
2717	899755	755423
2718	900038	755052
2719	900430	754772
2720	900833	754501
2721	901208	754207
2722	901578	753908
2723	901985	753641
2724	902267	753269
2725	902634	752967
2726	902973	752643
2727	903295	752304
2728	903617	751966
2729	903944	751631
2730	904271	751297
2731	904653	751007
2732	904925	750627
2733	905267	750306
2734	905596	749973
2735	905859	749585
2736	906207	749268
2737	906597	748986
2738	906990	748705
2739	907269	748331
2740	907676	748062
2741	907968	747699
2742	908347	747407
2743	908750	747136
2744	909070	746795
2745	909347	746420
2746	909627	746046
2747	909947	745706
2748	910265	745364
2749	910520	744971
2750	910840	744631
2751	911229	744347
2752	911488	743957
2753	911883	743678
2754	912137	743284
2755	912528	743001
2756	912806	742627
2757	913127	742288
2758	913461	741960
2759	913786	741623
2760	914174	741338
2761	914546	741041
2762	914923	740746
2763	915269	740427
2764	915604	740099
2765	915946	739777
2766	916268	739439
2767	916593	739102
2768	916876	738732
2769	917258	738442
2770	917529	738063
2771	917851	737725
2772	918114	737339
2773	918452	737013
2774	918717	736629
2775	919063	736310
2776	919383	735970
2777	919716	735640
2778	920034	735299
2779	920293	734910
2780	920698	734638
2781	921102	734365
2782	921430	734032
2783	921742	733685
2784	922055	733340
2785	922348	732978
2786	922740	732696
2787	923063	732358
2788	923423	732050
2789	923757	731722
2790	924100	731399
2791	924426	731064
2792	924800	730768
2793	925151	730452
2794	925545	730170
2795	925821	729796
2796	926147	729461
2797	926467	729121
2798	926759	728759
2799	927121	728452
2800	927506	728163
2801	927901	727883
2802	928269	727580
2803	928556	727214
2804	928905	726897
2805	929177	726519
2806	929550	726221
2807	929957	725949
2808	930312	725636
2809	930650	725310
2810	930957	724961
2811	931202	724563
2812	931487	724196
2813	931822	723867
2814	932064	723467
2815	932396	723137
2816	932673	722764
2817	932998	722428
2818	933389	722143
2819	933776	721855
2820	934092	721512
2821	934465	721213
2822	934775	720866
2823	935078	720513
2824	935437	720203
2825	935678	719803
2826	935973	719444
2827	936316	719122
2828	936668	718808
2829	937015	718489
2830	937296	718119
2831	937590	717759
2832	938003	717491
2833	938275	717115
2834	938582	716765
2835	938893	716419
2836	939266	716120
2837	939578	715774
2838	939921	715452
2839	940174	715062
2840	940421	714667
2841	940755	714338
2842	941101	714019
2843	941379	713648
2844	941752	713348
2845	942037	712982
2846	942352	712639
2847	942703	712323
2848	943096	712039
2849	943482	711749
2850	943873	711464
2851	944141	711085
2852	944425	710719
2853	944814	710431
2854	945137	710094
2855	945454	709753
2856	945727	709378
2857	946074	709059
2858	946404	708727
2859	946769	708422
2860	947046	708050
2861	947358	707705
2862	947679	707366
2863	947958	706997
2864	948298	706672
2865	948653	706359
2866	949014	706050
2867	949396	705758
2868	949711	705414
2869	950086	705116
2870	950389	704764
2871	950777	704475
2872	951169	704190
2873	951490	703851
2874	951832	703528
2875	952227	703244
2876	952562	702916
2877	952961	702635
2878	953343	702341
2879	953609	701962
2880	953937	701628
2881	954212	701256
2882	954620	700981
2883	954967	700662
2884	955288	700324
2885	955534	699930
2886	955905	699628
2887	956236	699297
2888	956506	698921
2889	956783	698551
2890	957123	698227
2891	957424	697873
2892	957811	697583
2893	958161	697266
2894	958449	696903
2895	958858	696629
2896	959185	696294
2897	959525	695970
2898	959857	695640
2899	960217	695329
2900	960506	694968
2901	960898	694681
2902	961221	694344
2903	961465	693950
2904	961802	693623
2905	962127	693287
2906	962467	692963
2907	962737	692588
2908	963140	692308
2909	963503	692000
2910	963841	691674
2911	964091	691285
2912	964422	690954
2913	964759	690627
2914	965039	690259
2915	965363	689923
2916	965627	689545
2917	965897	689169
2918	966285	688879
2919	966636	688562
2920	966918	688196
2921	967272	687882
2922	967638	687576
2923	967961	687239
2924	968352	686950
2925	968676	686615
2926	968997	686276
2927	969278	685910
2928	969625	685590
2929	970012	685298
2930	970305	684941
2931	970573	684565
2932	970922	684247
2933	971191	683872
2934	971511	683533
2935	971893	683238
2936	972216	682902
2937	972486	682528
2938	972773	682165
2939	973155	681870
2940	973564	681594
2941	973967	681313
2942	974300	680984
2943	974693	680696
2944	975076	680401
2945	975407	680070
2946	975736	679737
2947	976121	679444
2948	976487	679137
2949	976753	678761
2950	977070	678420
2951	977312	678026
2952	977597	677663
2953	977977	677367
2954	978344	677060
2955	978634	676701
2956	978998	676393
2957	979333	676064
2958	979608	675694
2959	979988	675397
2960	980332	675075
2961	980572	674681
2962	980968	674395
2963	981315	674075
2964	981640	673740
2965	982014	673438
2966	982338	673102
2967	982659	672763
2968	982986	672430
2969	983377	672140
2970	983654	671772
2971	983994	671447
2972	984329	671118
2973	984608	670752
2974	984943	670423
2975	985291	670104
2976	985602	669759
2977	985935	669429
2978	986205	669056
2979	986531	668723
2980	986839	668376
2981	987175	668048
2982	987564	667756
2983	987898	667427
2984	988157	667048
2985	988492	666719
2986	988825	666389
2987	989168	666066
2988	989502	665737
2989	989866	665428
2990	990271	665147
2991	990660	664854
2992	990983	664518
2993	991375	664228
2994	991765	663936
2995	992115	663618
2996	992448	663287
