iter	Passed	Remaining
354	121195	1585783
355	121513	1585140
356	121820	1584353
357	122166	1584064
358	122521	1583911
359	122826	1583095
360	123168	1582767
361	123495	1582240
362	123735	1580614
363	123997	1579270
364	124326	1578775
365	124662	1578379
366	124940	1577244
367	125276	1576846
368	125636	1576752
369	125962	1576228
370	126302	1575881
371	126560	1574518
372	126897	1574138
373	127229	1573702
374	127552	1573146
375	127833	1572074
376	128161	1571592
377	128584	1572271
378	128977	1572569
379	129363	1572784
380	129744	1572934
381	130091	1572682
382	130477	1572887
383	130810	1572456
384	131089	1571370
385	131480	1571632
386	131818	1571267
387	132221	1571661
388	132621	1572021
389	132981	1571913
390	133333	1571703
391	133723	1571938
392	134075	1571725
393	134471	1572025
394	134818	1571750
395	135201	1571885
396	135494	1570983
397	135826	1570537
398	136081	1569197
399	136350	1568029
400	136686	1567635
401	136958	1566507
402	137221	1565283
403	137605	1565436
404	138032	1566074
405	138352	1565491
406	138712	1565372
407	139074	1565274
408	139340	1564089
409	139731	1564315
410	140021	1563402
411	140365	1563098
412	140728	1563006
413	141127	1563314
414	141394	1562153
415	141710	1561544
416	142020	1560860
417	142346	1560366
418	142662	1559751
419	143030	1559710
420	143425	1559963
421	143747	1559425
422	144058	1558758
423	144407	1558515
424	144644	1557055
425	145042	1557331
426	145388	1557057
427	145724	1556667
428	146053	1556204
429	146458	1556551
430	146830	1556543
431	147178	1556278
432	147521	1555955
433	147826	1555244
434	148131	1554528
435	148513	1554625
436	148907	1554843
437	149231	1554329
438	149621	1554498
439	150004	1554588
440	150365	1554460
441	150614	1553170
442	150998	1553272
443	151373	1553281
444	151714	1552944
445	152035	1552399
446	152302	1551300
447	152695	1551496
448	152959	1550371
449	153280	1549835
450	153545	1548729
451	153817	1547703
452	154136	1547153
453	154403	1546079
454	154781	1546118
455	155139	1545950
456	155473	1545550
457	155795	1545023
458	156196	1545285
459	156595	1545533
460	156972	1545551
461	157293	1545017
462	157635	1544692
463	158018	1544767
464	158323	1544080
465	158659	1543692
466	159061	1543952
467	159366	1543267
468	159688	1542749
469	160027	1542392
470	160396	1542323
471	160737	1541985
472	161087	1541740
473	161430	1541421
474	161805	1541414
475	162194	1541532
476	162497	1540828
477	162833	1540444
478	163205	1540401
479	163550	1540102
480	163865	1539519
481	164219	1539305
482	164599	1539333
483	164951	1539095
484	165252	1538383
485	165646	1538533
486	166019	1538493
487	166400	1538523
488	166787	1538604
489	167100	1538004
490	167423	1537500
491	167714	1536703
492	168027	1536102
493	168414	1536182
494	168817	1536412
495	169194	1536398
496	169541	1536110
497	169842	1535403
498	170170	1534941
499	170492	1534434
500	170871	1534432
501	171263	1534546
502	171589	1534072
503	171966	1534046
504	172252	1533218
505	172572	1532688
506	172872	1531983
507	173201	1531540
508	173510	1530912
509	173908	1531072
510	174239	1530650
511	174562	1530146
512	174845	1529302
513	175228	1529332
514	175607	1529322
515	175945	1528955
516	176331	1529003
517	176662	1528571
518	176934	1527635
519	177223	1526848
520	177505	1526005
521	177898	1526113
522	178278	1526104
523	178671	1526210
524	179010	1525850
525	179335	1525372
526	179725	1525447
527	180031	1524810
528	180291	1523788
529	180638	1523498
530	180957	1522975
531	181230	1522066
532	181558	1521617
533	181934	1521575
534	182308	1521511
535	182676	1521394
536	182961	1520589
537	183248	1519808
538	183600	1519561
539	183878	1518697
540	184141	1517716
541	184464	1517235
542	184810	1516944
543	185202	1517030
544	185435	1515809
545	185768	1515407
546	186140	1515330
547	186395	1514293
548	186783	1514341
549	187123	1513997
550	187426	1513357
551	187835	1513570
552	188160	1513108
553	188486	1512656
554	188824	1512296
555	189119	1511595
556	189427	1510994
557	189763	1510627
558	190086	1510151
559	190448	1509982
560	190838	1510041
561	191169	1509629
562	191501	1509222
563	191864	1509064
564	192231	1508934
565	192574	1508614
566	192908	1508221
567	193233	1507767
568	193557	1507296
569	193949	1507361
570	194263	1506820
571	194661	1506927
572	195018	1506714
573	195401	1506698
574	195661	1505739
575	196042	1505712
576	196399	1505501
577	196658	1504540
578	196937	1503734
579	197200	1502804
580	197487	1502056
581	197744	1501090
582	198020	1500270
583	198261	1499180
584	198574	1498639
585	198914	1498311
586	199238	1497851
587	199555	1497342
588	199880	1496896
589	200234	1496670
590	200578	1496362
591	200929	1496111
592	201190	1495188
593	201591	1495309
594	201969	1495255
595	202293	1494797
596	202645	1494552
597	202915	1493704
598	203151	1492603
599	203484	1492222
600	203809	1491780
601	204056	1490763
602	204432	1490695
603	204770	1490351
604	205051	1489589
605	205360	1489032
606	205730	1488918
607	206049	1488435
608	206440	1488470
609	206824	1488456
610	207225	1488563
611	207599	1488477
612	207988	1488495
613	208277	1487790
614	208560	1487052
615	208873	1486531
616	209178	1485948
617	209429	1484986
618	209785	1484764
619	210073	1484068
620	210430	1483853
621	210676	1482866
622	211054	1482799
623	211383	1482397
624	211758	1482311
625	212082	1481868
626	212457	1481784
627	212716	1480886
628	213115	1480967
629	213430	1480461
630	213672	1479456
631	213999	1479037
632	214274	1478255
633	214588	1477750
634	214901	1477235
635	215161	1476361
636	215396	1475316
637	215747	1475065
638	216103	1474844
639	216426	1474408
640	216697	1473609
641	217073	1473527
642	217436	1473359
643	217792	1473146
644	218026	1472102
645	218391	1471947
646	218769	1471875
647	219018	1470936
648	219394	1470857
649	219701	1470312
650	220066	1470151
651	220413	1469871
652	220764	1469619
653	221120	1469403
654	221368	1468465
655	221621	1467567
656	221891	1466779
657	222196	1466227
658	222515	1465763
659	222790	1465015
660	223089	1464423
661	223485	1464474
662	223888	1464564
663	224199	1464049
664	224525	1463638
665	224899	1463532
666	225231	1463159
667	225482	1462260
668	225751	1461481
669	226102	1461227
670	226406	1460678
671	226721	1460195
672	227114	1460216
673	227353	1459244
674	227624	1458484
675	227888	1457679
676	228215	1457276
677	228575	1457087
678	228868	1456465
679	229144	1455740
680	229539	1455775
681	229926	1455752
682	230245	1455297
683	230506	1454484
684	230782	1453762
685	231057	1453033
686	231455	1453082
687	231721	1452300
688	231978	1451467
689	232293	1450994
690	232581	1450353
691	232845	1449562
692	233082	1448606
693	233328	1447713
694	233715	1447692
695	234104	1447681
696	234419	1447212
697	234709	1446591
698	234973	1445808
699	235257	1445150
700	235645	1445136
701	236006	1444952
702	236406	1445008
703	236770	1444836
704	237034	1444060
705	237307	1443339
706	237654	1443072
707	238001	1442800
708	238375	1442695
709	238773	1442729
710	239166	1442734
711	239494	1442351
712	239811	1441894
713	240152	1441586
714	240485	1441230
715	240856	1441101
716	241187	1440731
717	241503	1440273
718	241810	1439765
719	242074	1438995
720	242410	1438662
721	242747	1438330
722	243028	1437667
723	243418	1437647
724	243797	1437562
725	244166	1437418
726	244487	1436994
727	244876	1436968
728	245129	1436142
729	245397	1435405
730	245679	1434755
731	246017	1434432
732	246269	1433603
733	246614	1433322
734	246978	1433145
735	247304	1432753
736	247620	1432303
737	248012	1432289
738	248374	1432100
739	248705	1431736
740	249014	1431247
741	249335	1430823
742	249658	1430412
743	249928	1429696
744	250282	1429463
745	250548	1428732
746	250844	1428170
747	251100	1427379
748	251371	1426677
749	251757	1426626
750	252016	1425856
751	252413	1425865
752	252702	1425267
753	252964	1424518
754	253210	1423680
755	253577	1423523
756	253917	1423214
757	254231	1422758
758	254576	1422474
759	254862	1421865
760	255237	1421752
761	255580	1421458
762	255899	1421028
763	256138	1420161
764	256528	1420126
765	256850	1419716
766	257169	1419296
767	257496	1418913
768	257865	1418761
769	258221	1418541
770	258507	1417933
771	258776	1417234
772	259095	1416814
773	259412	1416379
774	259739	1415999
775	259996	1415238
776	260378	1415161
777	260693	1414716
778	260946	1413936
779	261275	1413569
780	261608	1413222
781	261931	1412822
782	262268	1412497
783	262609	1412195
784	263044	1412396
785	263315	1411718
786	263679	1411542
787	264010	1411180
788	264410	1411194
789	264730	1410777
790	265015	1410177
791	265291	1409528
792	265623	1409178
793	265911	1408593
794	266229	1408171
795	266616	1408110
796	266907	1407545
797	267224	1407116
798	267561	1406792
799	267816	1406037
800	268178	1405845
801	268569	1405801
802	268958	1405750
803	269258	1405233
804	269576	1404813
805	269900	1404421
806	270205	1403929
807	270493	1403354
808	270762	1402678
809	271089	1402303
810	271477	1402244
811	271751	1401597
812	272143	1401555
813	272407	1400858
814	272793	1400784
815	273121	1400415
816	273461	1400111
817	273810	1399846
818	274206	1399823
819	274475	1399153
820	274806	1398803
821	275063	1398074
822	275369	1397589
823	275672	1397099
824	276086	1397166
825	276456	1397008
826	276833	1396886
827	277164	1396531
828	277553	1396471
829	277817	1395783
830	278242	1395900
831	278577	1395567
832	278858	1394964
833	279219	1394757
834	279519	1394250
835	279836	1393827
836	280221	1393744
837	280478	1393019
838	280796	1392603
839	281088	1392055
840	281450	1391859
841	281703	1391119
842	282034	1390767
843	282391	1390545
844	282731	1390236
845	282992	1389540
846	283369	1389415
847	283734	1389226
848	284062	1388859
849	284450	1388785
850	284727	1388172
851	285068	1387870
852	285438	1387706
853	285689	1386966
854	286070	1386858
855	286396	1386479
856	286648	1385748
857	286928	1385146
858	287248	1384744
859	287602	1384504
860	287890	1383945
861	288294	1383945
862	288546	1383216
863	288865	1382810
864	289154	1382260
865	289482	1381896
866	289739	1381190
867	290026	1380633
868	290260	1379821
869	290565	1379349
870	290886	1378957
871	291272	1378868
872	291519	1378120
873	291750	1377304
874	292056	1376838
875	292309	1376121
876	292561	1375404
877	292872	1374964
878	293209	1374650
879	293460	1373926
880	293775	1373508
881	294103	1373149
882	294448	1372868
883	294777	1372514
884	295166	1372441
885	295545	1372317
886	295878	1371983
887	296221	1371693
888	296584	1371492
889	296841	1370809
890	297227	1370715
891	297538	1370278
892	297919	1370163
893	298182	1369502
894	298516	1369174
895	298775	1368500
896	299170	1368447
897	299540	1368279
898	299809	1367649
899	300168	1367434
900	300432	1366782
901	300712	1366209
902	301062	1365948
903	301316	1365255
904	301641	1364888
905	301904	1364233
906	302225	1363846
907	302574	1363584
908	302952	1363452
909	303285	1363118
910	303586	1362640
911	303865	1362065
912	304249	1361958
913	304483	1361179
914	304821	1360870
915	305187	1360683
916	305447	1360025
917	305754	1359575
918	306088	1359247
919	306437	1358982
920	306832	1358926
921	307206	1358773
922	307510	1358310
923	307780	1357697
924	308050	1357089
925	308392	1356794
926	308758	1356607
927	309085	1356245
928	309482	1356194
929	309751	1355578
930	310089	1355267
931	310463	1355113
932	310731	1354495
933	311060	1354146
934	311451	1354066
935	311797	1353787
936	312118	1353400
937	312432	1352986
938	312811	1352849
939	313195	1352739
940	313447	1352053
941	313709	1351416
942	314107	1351359
943	314369	1350724
944	314626	1350063
945	314923	1349575
946	315233	1349145
947	315555	1348765
948	315893	1348454
949	316205	1348036
950	316578	1347870
951	316960	1347747
952	317315	1347510
953	317578	1346877
954	317859	1346326
955	318248	1346231
956	318589	1345932
957	318908	1345542
958	319217	1345109
959	319541	1344736
960	319852	1344310
961	320117	1343693
962	320377	1343058
963	320715	1342748
964	321051	1342429
965	321388	1342114
966	321698	1341685
967	322008	1341260
968	322337	1340911
969	322745	1340890
970	323111	1340696
971	323442	1340354
972	323685	1339651
973	324077	1339563
974	324406	1339216
975	324711	1338768
976	325038	1338411
977	325362	1338045
978	325749	1337935
979	326084	1337610
980	326472	1337505
981	326795	1337131
982	327079	1336599
983	327400	1336218
984	327658	1335581
985	328018	1335361
986	328427	1335337
987	328693	1334733
988	329003	1334311
989	329317	1333900
990	329669	1333648
991	329914	1332962
992	330234	1332578
993	330543	1332152
994	330925	1332017
995	331264	1331709
996	331596	1331374
997	331959	1331165
998	332201	1330468
999	332463	1329855
1000	332797	1329528
1001	333133	1329210
1002	333445	1328796
1003	333779	1328470
1004	334110	1328132
1005	334506	1328048
1006	334825	1327665
1007	335202	1327506
1008	335475	1326940
1009	335708	1326215
1010	336038	1325873
1011	336406	1325682
1012	336682	1325128
1013	337000	1324736
1014	337316	1324342
1015	337715	1324270
1016	338029	1323865
1017	338301	1323295
1018	338571	1322722
1019	338816	1322049
1020	339119	1321602
1021	339503	1321474
1022	339833	1321131
1023	340071	1320432
1024	340339	1319853
1025	340641	1319404
1026	340894	1318768
1027	341277	1318630
1028	341566	1318133
1029	341960	1318043
1030	342302	1317749
1031	342551	1317098
1032	342898	1316822
1033	343170	1316262
1034	343554	1316130
1035	343833	1315596
1036	344232	1315517
1037	344496	1314927
1038	344824	1314580
1039	345078	1313952
1040	345471	1313854
1041	345734	1313259
1042	345967	1312551
1043	346234	1311977
1044	346507	1311423
1045	346831	1311061
1046	347166	1310745
1047	347433	1310169
1048	347759	1309815
1049	348107	1309547
1050	348442	1309227
1051	348758	1308838
1052	349068	1308426
1053	349344	1307888
1054	349689	1307606
1055	350009	1307233
1056	350252	1306571
1057	350577	1306215
1058	350975	1306132
1059	351253	1305604
1060	351640	1305478
1061	351943	1305042
1062	352232	1304552
1063	352626	1304453
1064	352916	1303969
1065	353293	1303806
1066	353607	1303409
1067	353934	1303063
1068	354258	1302704
1069	354563	1302275
1070	354887	1301917
1071	355212	1301563
1072	355590	1301401
1073	355864	1300861
1074	356170	1300436
1075	356491	1300067
1076	356825	1299746
1077	357100	1299208
1078	357336	1298531
1079	357725	1298410
1080	358130	1298346
1081	358452	1297983
1082	358829	1297817
1083	359192	1297601
1084	359446	1296989
1085	359734	1296502
1086	360061	1296156
1087	360392	1295823
1088	360660	1295263
1089	360990	1294930
1090	361364	1294750
1091	361639	1294219
1092	361915	1293689
1093	362219	1293263
1094	362533	1292872
1095	362789	1292270
1096	363057	1291717
1097	363372	1291327
1098	363683	1290927
1099	363959	1290401
1100	364344	1290262
1101	364629	1289768
1102	364883	1289168
1103	365216	1288842
1104	365551	1288529
1105	365866	1288142
1106	366139	1287606
1107	366515	1287434
1108	366794	1286921
1109	367035	1286277
1110	367402	1286073
1111	367779	1285906
1112	368104	1285553
1113	368478	1285376
1114	368805	1285032
1115	369104	1284588
1116	369386	1284087
1117	369770	1283942
1118	370151	1283785
1119	370539	1283653
1120	370924	1283512
1121	371201	1282993
1122	371511	1282589
1123	371831	1282222
1124	372177	1281944
1125	372557	1281782
1126	372916	1281547
1127	373200	1281057
1128	373529	1280719
1129	373860	1280388
1130	374244	1280241
1131	374591	1279965
1132	374958	1279758
1133	375349	1279629
1134	375736	1279490
1135	375995	1278915
1136	376272	1278399
1137	376597	1278049
1138	376983	1277904
1139	377300	1277524
1140	377678	1277354
1141	377940	1276791
1142	378323	1276636
1143	378717	1276515
1144	379051	1276194
1145	379392	1275896
1146	379773	1275734
1147	380041	1275190
1148	380409	1274983
1149	380730	1274619
1150	381072	1274325
1151	381450	1274150
1152	381796	1273867
1153	382191	1273749
1154	382509	1273375
1155	382904	1273257
1156	383269	1273037
1157	383637	1272827
1158	384043	1272743
1159	384384	1272446
1160	384716	1272114
1161	385099	1271954
1162	385378	1271452
1163	385612	1270797
1164	385931	1270425
1165	386250	1270056
1166	386575	1269702
1167	386931	1269452
1168	387222	1268988
1169	387484	1268432
1170	387811	1268087
1171	388140	1267747
1172	388401	1267189
1173	388722	1266825
1174	388986	1266275
1175	389238	1265686
1176	389621	1265523
1177	389939	1265151
1178	390277	1264844
1179	390619	1264547
1180	390862	1263931
1181	391193	1263600
1182	391593	1263491
1183	391876	1263007
1184	392228	1262743
1185	392490	1262190
1186	392889	1262077
1187	393170	1261586
1188	393509	1261282
1189	393893	1261120
1190	394176	1260635
1191	394417	1260018
1192	394702	1259542
1193	395044	1259244
1194	395373	1258909
1195	395758	1258751
1196	396090	1258423
1197	396463	1258226
1198	396789	1257879
1199	397130	1257581
1200	397426	1257138
1201	397793	1256922
1202	398110	1256545
1203	398428	1256175
1204	398811	1256009
1205	399141	1255673
1206	399474	1255348
1207	399814	1255046
1208	400159	1254759
1209	400501	1254463
1210	400844	1254170
1211	401199	1253914
1212	401458	1253359
1213	401848	1253209
1214	402166	1252839
1215	402499	1252513
1216	402829	1252182
1217	403092	1251637
1218	403476	1251472
1219	403853	1251285
1220	404228	1251089
1221	404565	1250775
1222	404854	1250316
1223	405195	1250014
1224	405559	1249784
1225	405886	1249442
1226	406216	1249106
1227	406471	1248544
1228	406861	1248391
1229	407201	1248090
1230	407512	1247697
1231	407894	1247520
1232	408171	1247024
1233	408542	1246815
1234	408836	1246373
1235	409092	1245813
1236	409422	1245478
1237	409698	1244980
1238	410086	1244822
1239	410455	1244607
1240	410836	1244428
1241	411158	1244069
1242	411539	1243888
1243	411867	1243548
1244	412196	1243210
1245	412471	1242711
1246	412874	1242596
1247	413200	1242250
1248	413526	1241904
1249	413916	1241748
1250	414208	1241301
1251	414473	1240773
1252	414799	1240424
1253	415119	1240063
1254	415437	1239691
1255	415782	1239401
1256	416103	1239042
1257	416437	1238719
1258	416762	1238370
1259	417085	1238015
1260	417370	1237548
1261	417706	1237233
1262	417982	1236737
1263	418311	1236401
1264	418638	1236058
1265	418990	1235789
1266	419333	1235494
1267	419716	1235318
1268	420086	1235099
1269	420325	1234499
1270	420605	1234020
1271	420913	1233621
1272	421297	1233444
1273	421641	1233151
1274	421918	1232665
1275	422253	1232345
1276	422578	1231997
1277	422832	1231441
1278	423184	1231171
1279	423483	1230749
1280	423749	1230229
1281	424158	1230125
1282	424469	1229737
1283	424845	1229535
1284	425137	1229093
1285	425454	1228723
1286	425838	1228546
1287	426147	1228150
1288	426413	1227634
1289	426747	1227312
1290	427055	1226917
1291	427330	1226425
1292	427586	1225881
1293	427937	1225607
1294	428268	1225276
1295	428613	1224988
1296	428929	1224614
1297	429290	1224370
1298	429677	1224199
1299	430001	1223851
1300	430283	1223380
1301	430558	1222892
1302	430881	1222539
1303	431271	1222376
1304	431537	1221863
1305	431798	1221335
1306	432098	1220917
1307	432430	1220590
1308	432700	1220090
1309	433030	1219757
1310	433346	1219386
1311	433629	1218923
1312	434009	1218731
1313	434287	1218253
1314	434543	1217713
1315	434890	1217429
1316	435241	1217156
1317	435638	1217010
1318	435949	1216625
1319	436334	1216448
1320	436717	1216262
1321	437058	1215961
1322	437425	1215731
1323	437693	1215227
1324	437953	1214702
1325	438298	1214411
1326	438623	1214063
1327	438911	1213617
1328	439192	1213149
1329	439527	1212831
1330	439863	1212517
1331	440183	1212158
1332	440513	1211825
1333	440776	1211309
1334	441129	1211039
1335	441454	1210695
1336	441699	1210130
1337	442032	1209806
1338	442399	1209578
1339	442665	1209071
1340	443061	1208920
1341	443391	1208587
1342	443756	1208351
1343	444149	1208193
1344	444523	1207979
1345	444798	1207498
1346	445116	1207134
1347	445514	1206987
1348	445862	1206703
1349	446210	1206420
1350	446466	1205889
1351	446798	1205562
1352	447072	1205080
1353	447378	1204682
1354	447710	1204357
1355	448079	1204132
1356	448396	1203764
1357	448718	1203411
1358	448989	1202921
1359	449360	1202701
1360	449749	1202525
1361	450133	1202338
1362	450491	1202081
1363	450848	1201821
1364	451127	1201354
1365	451493	1201118
1366	451859	1200882
1367	452111	1200343
1368	452376	1199838
1369	452752	1199629
1370	453068	1199260
1371	453354	1198812
1372	453623	1198319
1373	454000	1198110
1374	454342	1197812
1375	454721	1197608
1376	455035	1197235
1377	455422	1197054
1378	455805	1196862
1379	456143	1196550
1380	456388	1195995
1381	456663	1195518
1382	456984	1195165
1383	457306	1194812
1384	457633	1194471
1385	457964	1194143
1386	458339	1193930
1387	458677	1193618
1388	458908	1193030
1389	459248	1192725
1390	459529	1192265
1391	459903	1192049
1392	460246	1191751
1393	460590	1191455
1394	460871	1190997
1395	461234	1190752
1396	461559	1190407
1397	461925	1190167
1398	462257	1189840
1399	462542	1189395
1400	462868	1189054
1401	463233	1188812
1402	463531	1188397
1403	463914	1188203
1404	464241	1187863
1405	464570	1187530
1406	464888	1187167
1407	465141	1186638
1408	465459	1186277
1409	465772	1185903
1410	466049	1185437
1411	466362	1185062
1412	466698	1184747
1413	467043	1184454
1414	467439	1184290
1415	467822	1184093
1416	468161	1183784
1417	468434	1183309
1418	468810	1183094
1419	469119	1182708
1420	469431	1182332
1421	469699	1181845
1422	469968	1181362
1423	470297	1181028
1424	470565	1180540
1425	470842	1180078
1426	471177	1179760
1427	471509	1179433
1428	471766	1178921
1429	472053	1178484
1430	472337	1178039
1431	472631	1177619
1432	472955	1177273
1433	473317	1177021
1434	473660	1176724
1435	473923	1176227
1436	474304	1176023
1437	474644	1175718
1438	474977	1175395
1439	475370	1175222
1440	475658	1174787
1441	475953	1174370
1442	476342	1174185
1443	476592	1173659
1444	476857	1173167
1445	477234	1172953
1446	477565	1172627
1447	477897	1172300
1448	478219	1171952
1449	478561	1171650
1450	478898	1171337
1451	479293	1171167
1452	479569	1170704
1453	479828	1170200
1454	480240	1170069
1455	480591	1169790
1456	480904	1169420
1457	481228	1169074
1458	481546	1168716
1459	481907	1168460
1460	482226	1168102
1461	482500	1167637
1462	482838	1167326
1463	483124	1166890
1464	483479	1166620
1465	483759	1166171
1466	484064	1165780
1467	484393	1165448
1468	484728	1165130
1469	485047	1164774
1470	485318	1164302
1471	485644	1163964
1472	485973	1163631
1473	486299	1163292
1474	486564	1162807
1475	486854	1162382
1476	487218	1162132
1477	487506	1161702
1478	487906	1161541
1479	488285	1161328
1480	488610	1160986
1481	488960	1160703
1482	489304	1160406
1483	489584	1159959
1484	489914	1159628
1485	490198	1159191
1486	490540	1158890
1487	490804	1158403
1488	491197	1158224
1489	491539	1157921
1490	491817	1157470
1491	492149	1157145
1492	492469	1156792
1493	492718	1156272
1494	493030	1155901
1495	493358	1155567
