feature,importance
debt_to_income_ratio_int_digit_0-debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_1,0.00081294496
debt_to_income_ratio_dec_digit_0-loan_amount_dec_digit_0-interest_rate_dec_digit_0,0.0008124126
annual_income_int_digit_0-annual_income_dec_digit_0-debt_to_income_ratio_dec_digit_1,0.00081147096
annual_income_dec_digit_1-debt_to_income_ratio_dec_digit_0-interest_rate_int_digit_0,0.00081132946
loan_amount,0.0008111776
annual_income_int_digit_0-debt_to_income_ratio_dec_digit_0-interest_rate_dec_digit_1,0.0008099101
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_1-interest_rate_int_digit_1,0.00080982206
annual_income_int_digit_1-debt_to_income_ratio_dec_digit_1,0.00080907217
annual_income_dec_digit_0-debt_to_income_ratio_dec_digit_0,0.0008089876
annual_income_int_digit_1,0.00080868433
annual_income_int_digit_1-debt_to_income_ratio_dec_digit_0,0.00080859463
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_1-interest_rate_dec_digit_1,0.00080842804
debt_to_income_ratio_dec_digit_1-interest_rate_dec_digit_0,0.0008080861
debt_to_income_ratio_int_digit_0-debt_to_income_ratio_dec_digit_0-loan_amount_dec_digit_1,0.00080800534
debt_to_income_ratio_dec_digit_0-loan_amount_dec_digit_0-interest_rate_dec_digit_1,0.00080788357
annual_income_dec_digit_0-debt_to_income_ratio_dec_digit_0-interest_rate_int_digit_1,0.0008078016
debt_to_income_ratio_int_digit_0-debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_1,0.00080732966
debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_0-interest_rate_int_digit_0,0.00080614147
interest_rate_int_digit_1-interest_rate_dec_digit_0-interest_rate_dec_digit_1,0.00080588384
debt_to_income_ratio_int_digit_0-loan_amount_int_digit_1-interest_rate_int_digit_1,0.0008057719
PseudoTE_debt_to_income_ratio_by_annual_income_round_half,0.00080564676
annual_income_dec_digit_0-debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_0,0.0008055797
annual_income_int_digit_0-annual_income_dec_digit_1-debt_to_income_ratio_dec_digit_0,0.00080546195
annual_income_int_digit_0-debt_to_income_ratio_dec_digit_0-loan_amount_dec_digit_1,0.0008053409
annual_income_dec_digit_1-debt_to_income_ratio_dec_digit_0,0.0008052479
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_0-interest_rate_dec_digit_0,0.000805006
debt_to_income_ratio_int_digit_0-debt_to_income_ratio_dec_digit_1-interest_rate_int_digit_1,0.000803944
interest_rate_dec_digit_0,0.000803913
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_1-interest_rate_dec_digit_0,0.0008037593
annual_income_int_digit_1-debt_to_income_ratio_dec_digit_0-interest_rate_int_digit_0,0.0008035415
annual_income_int_digit_0-annual_income_int_digit_1-debt_to_income_ratio_dec_digit_0,0.0008031925
debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_0-loan_amount_int_digit_1,0.00080268114
annual_income_int_digit_1-debt_to_income_ratio_dec_digit_0-interest_rate_dec_digit_0,0.00080254365
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_0-interest_rate_dec_digit_1,0.0008025017
debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_1,0.00080235413
annual_income_dec_digit_0-debt_to_income_ratio_dec_digit_0-loan_amount_dec_digit_1,0.0008020202
debt_to_income_ratio_dec_digit_0-loan_amount_dec_digit_1-interest_rate_dec_digit_1,0.0008015088
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_1,0.00080123835
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_1-loan_amount_dec_digit_0,0.00080123794
annual_income_dec_digit_0-debt_to_income_ratio_int_digit_0-interest_rate_int_digit_1,0.00080118235
annual_income_int_digit_1-debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_0,0.00080096663
loan_amount_dec_digit_1-interest_rate_dec_digit_0-interest_rate_dec_digit_1,0.0008008328
annual_income_int_digit_1-debt_to_income_ratio_dec_digit_0-interest_rate_dec_digit_1,0.0008006507
annual_income_dec_digit_1-interest_rate_dec_digit_0-interest_rate_dec_digit_1,0.0008004741
loan_amount_dec_digit_1-interest_rate_int_digit_0-interest_rate_int_digit_1,0.0008003963
annual_income_int_digit_0-debt_to_income_ratio_dec_digit_1-interest_rate_dec_digit_0,0.0007998465
loan_amount_int_digit_0-interest_rate_int_digit_0-interest_rate_int_digit_1,0.00079916307
annual_income_int_digit_1-loan_amount_int_digit_0-loan_amount_int_digit_1,0.0007991451
annual_income_dec_digit_0-interest_rate_dec_digit_0-interest_rate_dec_digit_1,0.0007988059
annual_income_dec_digit_1-interest_rate_int_digit_0-interest_rate_int_digit_1,0.0007986963
annual_income_int_digit_2,0.0007986204
loan_amount_int_digit_0-loan_amount_int_digit_1-loan_amount_dec_digit_0,0.0007985678
interest_rate,0.00079848326
annual_income_int_digit_0-loan_amount_int_digit_0-interest_rate_int_digit_1,0.00079826656
annual_income_dec_digit_1-debt_to_income_ratio_dec_digit_1-interest_rate_int_digit_0,0.0007975913
annual_income_dec_digit_0-debt_to_income_ratio_dec_digit_1-interest_rate_int_digit_0,0.0007971933
debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_0-loan_amount_dec_digit_0,0.0007971894
annual_income_int_digit_0-debt_to_income_ratio_dec_digit_1-loan_amount_dec_digit_1,0.0007970496
annual_income_int_digit_0-debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_1,0.0007970391
annual_income_dec_digit_0-debt_to_income_ratio_dec_digit_0-loan_amount_dec_digit_0,0.0007966248
annual_income_dec_digit_1-debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_1,0.0007963494
debt_to_income_ratio_int_digit_0-debt_to_income_ratio_dec_digit_1-interest_rate_dec_digit_1,0.00079625694
debt_to_income_ratio_int_digit_0-debt_to_income_ratio_dec_digit_0,0.00079594867
debt_to_income_ratio_dec_digit_0-interest_rate_dec_digit_1,0.0007954384
annual_income_int_digit_0-annual_income_int_digit_1-debt_to_income_ratio_dec_digit_1,0.0007953437
annual_income_int_digit_0-annual_income_int_digit_1-loan_amount_dec_digit_0,0.00079462153
loan_purpose-annual_income_round_half,0.0007924967
debt_to_income_ratio_dec_digit_1-interest_rate_dec_digit_1,0.00079141615
annual_income_int_digit_0-annual_income_dec_digit_0-interest_rate_int_digit_1,0.0007909414
annual_income_int_digit_0-loan_amount_int_digit_1-interest_rate_int_digit_1,0.00079065084
annual_income_int_digit_0-loan_amount_dec_digit_1-interest_rate_int_digit_1,0.00079022226
annual_income_int_digit_0-debt_to_income_ratio_dec_digit_1-interest_rate_int_digit_1,0.00078903727
debt_to_income_ratio_dec_digit_1-loan_amount_int_digit_0-interest_rate_dec_digit_0,0.00078893814
loan_amount_int_digit_0-loan_amount_int_digit_1-interest_rate_dec_digit_0,0.00078858447
loan_amount_int_digit_1,0.00078615255
annual_income_int_digit_1-debt_to_income_ratio_int_digit_0-interest_rate_dec_digit_0,0.00078535033
annual_income_dec_digit_0-interest_rate_int_digit_1,0.0007819186
debt_to_income_ratio_dec_digit_1-loan_amount_dec_digit_0-interest_rate_int_digit_0,0.00078022265
debt_to_income_ratio_dec_digit_0-loan_amount_int_digit_0,0.0007788238
annual_income_int_digit_0-debt_to_income_ratio_int_digit_0-interest_rate_int_digit_1,0.00077273644
debt_to_income_ratio_int_digit_0-interest_rate_int_digit_1,0.0007680809
